Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,Location,Medium,Oatmeal-1kg,Oatmeal-2kg,Oatmeal-5kg,Fonio-1kg,Garri-1kg,Plantain_Chips -1kg,Buying_Convenience,Easy Payment option,Discount_Opinons,Product_Quality,Health Concern,Prompt_Delivery,Delivery_Experince,Affordability,Accessibility,Time_Importance,Order Time,Google Maps Accuracy,Influence of rating,Packaging_Quality,Politeness,Freshness,Good Taste ,Good Quantity,Output,Reviews
26,Male,Married,Employee,>200000,Post Graduate,3,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Very Important,Important,Important,Important,No,I can't blame the delivery people for late delivery. It lies in the logistics department of such startups.
25,Male,Single,Employee,>200000,Graduate,4,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Neutral,Strongly agree,Disagree,Yes,Anytime (Mon-Sun),Agree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Yes,NIL
26,Male,Single,Employee,>200000,Post Graduate,3,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Neutral,No,Anytime (Mon-Sun),Strongly Agree,No,Important,Important,Moderately Important,Moderately Important,Moderately Important,Yes,I'm satisfied with the service and swiggy is the best
26,Female,Married,Employee,>200000,Graduate,3,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Important,Important,Important,Important,Yes,I love food delivery service. They are amazing 
27,Male,Single,Employee,>200000,Ph.D,4,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Strongly disagree,Agree,Yes,Anytime (Mon-Sun),Strongly Agree,Maybe,Very Important,Very Important,Important,Important,Very Important,No,"I require faster delivery. Nowadays due to covid, the delivery service is slow"
27,Female,Single,Student,<50000,Ph.D,5,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Agree,Agree,Disagree,Agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Important,Slightly Important,Important,Important,No,A delivery person abused me for marking the location wrong. I can understand his tedious work. But abusing with such vulgar words is not tolerable
24,Female,Single,Student,<50000,Post Graduate,5,Lagos,Direct call,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Disagree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Maybe,Anytime (Mon-Sun),Neutral,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Yes,Nil
25,Male,Married,Self Employeed,>200000,School,2,Lagos,Direct call,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Agree,Disagree,Neutral,Disagree,Strongly disagree,Agree,Yes,Anytime (Mon-Sun),Neutral,Yes,Very Important,Very Important,Slightly Important,Slightly Important,Slightly Important,Yes,Certainly a wonderful delivery service
20,Male,Single,Student,<50000,Graduate,2,Lagos,Direct call,Yes,Yes,Yes,No,Yes,Yes,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Important,Moderately Important,Important,Important,No,There are not much restaurant choices
22,Male,Single,Student,<50000,Post Graduate,1,Lagos,Direct call,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,No,Anytime (Mon-Sun),Strongly Agree,Maybe,Slightly Important,Slightly Important,Unimportant,Unimportant,Slightly Important,Yes,No problem with food delivery startups
26,Female,Married,Student,<50000,Ph.D,3,Lagos,Direct call,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,Strongly disagree,Strongly agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Important,Moderately Important,Moderately Important,Important,Yes,NIL
27,Male,Prefer not to say,Employee,>100000,Post Graduate,1,Lagos,Direct call,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,No,Weekend (Sat & Sun),Strongly Agree,Yes,Very Important,Important,Important,Important,Important,Yes,NIL
25,Female,Married,Student,<50000,Post Graduate,3,Lagos,Direct call,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Yes,Anytime (Mon-Sun),Disagree,Maybe,Moderately Important,Important,Moderately Important,Moderately Important,Moderately Important,Yes,"Best service, Crazy drivers !"
24,Male,Single,Employee,<50000,Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Important,Important,Important,Important,Yes,I have no problem with delivery service. BEST service !
23,Female,Married,Employee,>100000,Graduate,6,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Yes,Weekend (Sat & Sun),Disagree,Yes,Very Important,Moderately Important,Important,Very Important,Important,Yes,I have good experience with swiggy. No issues
22,Male,Single,Student,<50000,Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Strongly disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Agree,Neutral,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Important,Important,Very Important,Important,No,They really need to delivery fast
26,Male,Married,Self Employeed,>200000,Post Graduate,3,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Yes,Weekdays (Mon-Fri),Agree,No,Slightly Important,Slightly Important,Slightly Important,Important,Very Important,No,Not happy with the food quality when it is delivered
26,Male,Single,Employee,<50000,Post Graduate,1,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Yes,Anytime (Mon-Sun),Agree,Yes,Very Important,Very Important,Slightly Important,Moderately Important,Important,Yes,"Tracking system needs to be improved, sometimes the delivery guy is still and doesn't show his movements"
25,Female,Married,Self Employeed,>100000,Post Graduate,3,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Agree,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Important,Moderately Important,Important,Moderately Important,No,"If delivery gets slow, I tend to give poor ratings on delivery "
29,Female,Married,Employee,>200000,Graduate,3,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,Weekend (Sat & Sun),Strongly Agree,Yes,Moderately Important,Moderately Important,Slightly Important,Important,Moderately Important,No,I want both delivery to be quick as well as food quality to be good
23,Male,Single,Student,<50000,Graduate,3,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),Agree,Maybe,Moderately Important,Moderately Important,Very Important,Important,Important,Yes,Paid but never received it. No fresh and over paid compared to buying it directly 
22,Female,Single,Employee,>100000,Graduate,4,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Disagree,Agree,Disagree,Strongly agree,Neutral,Neutral,Strongly disagree,Neutral,Maybe,Weekend (Sat & Sun),Agree,Yes,Very Important,Important,Very Important,Very Important,Moderately Important,Yes,NIL
22,Male,Single,Student,<50000,Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Disagree,Neutral,Neutral,Agree,Strongly agree,Agree,Agree,Disagree,Yes,Anytime (Mon-Sun),Neutral,Yes,Very Important,Important,Important,Important,Important,No,NIL
32,Female,Married,House wife,<50000,School,5,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Maybe,Weekend (Sat & Sun),Disagree,Yes,Moderately Important,Very Important,Important,Moderately Important,Important,Yes,All good with the service.
28,Male,Married,Employee,>200000,Post Graduate,1,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Important,Important,Important,Slightly Important,Yes,"I love zomato's service 
-from a premium member"
22,Male,Single,Student,<50000,Post Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),Agree,Yes,Very Important,Important,Important,Very Important,Very Important,Yes,NIL
25,Male,Single,Employee,>100000,Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly agree,Disagree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Important,Important,Very Important,Important,Yes,"I love swiggy service, followed by zomato"
26,Female,Married,Employee,>100000,Post Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Neutral,No,Weekend (Sat & Sun),Agree,No,Moderately Important,Important,Important,Moderately Important,Important,No,Food quality is reducing when it gets delivered
31,Male,Married,Self Employeed,>200000,Graduate,6,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Important,Important,Important,Important,Yes,My family is satisfied with food delivery. But I worry about the quality and hygiene
24,Male,Single,Student,<50000,Post Graduate,3,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Maybe,Anytime (Mon-Sun),Disagree,No,Important,Important,Important,Important,Important,No,I had bad experiences in delivered food
24,Male,Single,Employee,>100000,Post Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Agree,Strongly agree,Neutral,Disagree,Disagree,Neutral,Neutral,Yes,Anytime (Mon-Sun),Disagree,Yes,Important,Important,Moderately Important,Important,Important,Yes,Marvelous service by swiggy and zomato
31,Female,Married,Employee,>100000,Ph.D,5,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Agree,Neutral,Disagree,Neutral,Disagree,Agree,Maybe,Weekdays (Mon-Fri),Neutral,No,Moderately Important,Slightly Important,Important,Moderately Important,Moderately Important,Yes,I don't bother much about delivery unless the food is good
26,Male,Single,Employee,>100000,Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Yes,Anytime (Mon-Sun),Agree,Maybe,Moderately Important,Important,Slightly Important,Important,Important,Yes,Swiggy delivery people are polite and fast as well
24,Female,Married,Self Employeed,>200000,Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,No,Anytime (Mon-Sun),Agree,Yes,Important,Important,Very Important,Very Important,Very Important,Yes,"Time doesn't bother me, But rating does. I order at high rated restaurants. preferably 4+ ratings"
22,Female,Single,Student,<50000,Graduate,3,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Yes,Weekend (Sat & Sun),Strongly Agree,Yes,Important,Important,Important,Important,Important,Yes,NIL
19,Male,Single,Student,<50000,Graduate,6,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Neutral,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Important,Important,Important,Important,Yes,I have no trouble with delivery of startup services
25,Male,Married,Employee,>100000,Post Graduate,6,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Very Important,Important,Important,Important,Yes,My family prefers good quality food so I order at highly rated restaurants
23,Female,Married,House wife,<50000,School,6,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Maybe,Anytime (Mon-Sun),Agree,No,Moderately Important,Moderately Important,Important,Very Important,Very Important,Yes,NIL
23,Female,Single,Student,<50000,Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Moderately Important,Moderately Important,Important,Important,No,I had bad experience with delivery. It could be due to location.
23,Male,Single,Student,<50000,Post Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Neutral,Disagree,Neutral,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Important,Important,Important,Important,Yes,Brilliant execution with the delivery process
24,Male,Single,Student,<50000,Post Graduate,5,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Strongly disagree,Disagree,Maybe,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Slightly Important,Very Important,Very Important,Very Important,Yes,Nil
22,Female,Single,Employee,>100000,Graduate,4,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Neutral,Agree,Neutral,Strongly agree,Neutral,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Very Important,Very Important,Very Important,Important,Yes,NIL
26,Male,Married,Employee,>200000,Graduate,4,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,No,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Important,Slightly Important,Important,Important,Yes,"My home is near Phoenix marketcity, so time taken for delivery is less"
25,Female,Single,Student,>200000,Ph.D,3,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Yes,Anytime (Mon-Sun),Strongly Agree,No,Moderately Important,Slightly Important,Important,Important,Important,Yes,I'm quite satisfied with the service
20,Male,Single,Student,<50000,Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Yes,Weekend (Sat & Sun),Strongly Agree,Yes,Moderately Important,Important,Important,Very Important,Important,Yes,I had no issues as per my experience. But heard delivery people are sometimes rude
29,Male,Married,Employee,>200000,Graduate,4,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Disagree,Strongly disagree,Disagree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Yes,Anytime (Mon-Sun),Agree,Maybe,Moderately Important,Important,Very Important,Very Important,Very Important,No,I had few health issues after consuming delivered food. Restaurants need to improve their quality and delivery people should delivery it without tampering which might lead to contamination of food
23,Female,Single,Student,<50000,Graduate,1,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),Strongly disagree,No,Unimportant,Unimportant,Unimportant,Unimportant,Unimportant,Yes,NIL
25,Male,Single,Self Employeed,>200000,Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Disagree,Disagree,Neutral,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Very Important,Slightly Important,Important,Very Important,Yes,I order most of my meals on swiggy or zomato depending upon the offers
29,Female,Married,Employee,>200000,Graduate,4,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Neutral,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Yes,Anytime (Mon-Sun),Agree,Yes,Moderately Important,Very Important,Slightly Important,Important,Important,No,I need the order to be delivered soon. It takes a lot of time 
27,Male,Married,Self Employeed,>200000,Graduate,6,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,Anytime (Mon-Sun),Agree,Yes,Important,Very Important,Moderately Important,Important,Important,No,Food needs to have good quality. It leads me to give higher rating
25,Male,Single,Self Employeed,>200000,Graduate,3,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Neutral,No,Anytime (Mon-Sun),Strongly Agree,No,Moderately Important,Important,Slightly Important,Important,Important,Yes,I appreciate the efforts of hardworking delivery people
21,Male,Single,Student,<50000,Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Neutral,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Important,Important,Very Important,Very Important,No,Delivery is late. Need quick updates on location of order
23,Male,Single,Student,<50000,Graduate,3,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Yes,Anytime (Mon-Sun),Neutral,Yes,Important,Important,Slightly Important,Important,Very Important,Yes,I have no trouble with delivery
24,Female,Single,Employee,>100000,Post Graduate,4,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Yes,Anytime (Mon-Sun),Neutral,Yes,Moderately Important,Important,Important,Important,Important,Yes,Nil
32,Male,Married,Self Employeed,>100000,School,3,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Weekend (Sat & Sun),Neutral,No,Slightly Important,Unimportant,Very Important,Very Important,Very Important,Yes,Very few times I have  had bad experienced by aggregator or restaurant 
28,Male,Married,Employee,>100000,Post Graduate,5,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Neutral,Agree,Yes,Anytime (Mon-Sun),Agree,No,Slightly Important,Important,Moderately Important,Important,Important,Yes,Best service comes with great offers and wonderful service
26,Male,Single,Employee,>100000,Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Agree,Neutral,Yes,Weekend (Sat & Sun),Agree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,No,Bad delivery system and less restaurant choices
31,Female,Married,House wife,<50000,Graduate,5,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Neutral,No,Anytime (Mon-Sun),Agree,Yes,Moderately Important,Important,Important,Moderately Important,Important,Yes,I order most of the times online and I feel they are safe and quick
27,Female,Married,Self Employeed,>200000,Graduate,3,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Yes,Anytime (Mon-Sun),Neutral,No,Moderately Important,Slightly Important,Important,Important,Important,Yes,I don't bother about ratings unless they taste good. But I prefer quicker delivery. Can't hold my hunger 
21,Female,Single,Student,<50000,Post Graduate,1,Lagos,Supermarkets,Yes,Yes,No,No,Yes,Yes,Agree,Strongly agree,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Maybe,Weekend (Sat & Sun),Neutral,Maybe,Very Important,Moderately Important,Very Important,Very Important,Important,Yes,Good
23,Female,Single,Student,<50000,Graduate,2,Lagos,Supermarkets,Yes,Yes,No,No,Yes,Yes,Agree,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Disagree,Strongly agree,Yes,Anytime (Mon-Sun),Disagree,Yes,Moderately Important,Important,Slightly Important,Important,Moderately Important,No,I dont have much restaurant choices and takes long time to deliver
26,Male,Married,Employee,>100000,Graduate,4,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Disagree,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Neutral,Yes,Anytime (Mon-Sun),Disagree,Yes,Moderately Important,Important,Slightly Important,Moderately Important,Slightly Important,No,"My location is outside Bangalore, good restaurants are in interior regions"
32,Male,Married,Employee,>200000,Graduate,5,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Agree,Agree,Disagree,Agree,Neutral,Disagree,Neutral,Yes,Anytime (Mon-Sun),Neutral,No,Moderately Important,Slightly Important,Slightly Important,Moderately Important,Moderately Important,Yes,Smooth delivery service 
25,Female,Married,Student,<50000,Post Graduate,2,Lagos,Supermarkets,Yes,Yes,No,No,Yes,Yes,Agree,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Strongly disagree,Strongly agree,Yes,Anytime (Mon-Sun),Neutral,Yes,Moderately Important,Moderately Important,Slightly Important,Important,Very Important,Yes,Fast delivery is required. But quality is super good
28,Male,Single,Self Employeed,>100000,Post Graduate,2,Lagos,Supermarkets,Yes,Yes,No,No,Yes,Yes,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Yes,Anytime (Mon-Sun),Neutral,Maybe,Slightly Important,Moderately Important,Slightly Important,Very Important,Very Important,Yes,LOVE SWIGGY AND ZOMATO. Literally the best
21,Female,Single,Student,>100000,Post Graduate,3,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Maybe,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Yes,The delivery to my locations are done pretty fast
24,Male,Single,Student,<50000,Post Graduate,2,Lagos,Supermarkets,Yes,Yes,No,No,yes,yes,Agree,Agree,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Neutral,Yes,Anytime (Mon-Sun),Neutral,Yes,Slightly Important,Moderately Important,Moderately Important,Important,Very Important,Yes,NIL
26,Female,Married,Self Employeed,>100000,Graduate,5,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Agree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Maybe,Anytime (Mon-Sun),Agree,Maybe,Important,Important,Important,Important,Important,No,I require the food to be undamaged. Mostly the food is tampered
32,Male,Married,Employee,>200000,Graduate,3,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),Neutral,Yes,Moderately Important,Moderately Important,Important,Important,Important,Yes,Best Best Best Best !!!!
29,Male,Single,Self Employeed,>200000,Graduate,6,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Neutral,Yes,Weekend (Sat & Sun),Neutral,No,Slightly Important,Slightly Important,Slightly Important,Moderately Important,Slightly Important,Yes,Love to order online 
21,Male,Single,Student,<50000,Graduate,5,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Yes,Weekend (Sat & Sun),Neutral,Yes,Important,Important,Slightly Important,Important,Important,Yes,I love ordering for my family from swiggy
24,Female,Single,Self Employeed,>100000,Post Graduate,3,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Yes,Anytime (Mon-Sun),Neutral,Maybe,Important,Moderately Important,Moderately Important,Important,Important,No,I need faster delivery.
26,Male,Prefer not to say,Self Employeed,>200000,Post Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Neutral,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Yes,Anytime (Mon-Sun),Agree,No,Moderately Important,Slightly Important,Slightly Important,Moderately Important,Moderately Important,Yes,Crazily fast delivery people besides having high traffic
25,Male,Married,Employee,>200000,Ph.D,3,Lagos,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,No,Anytime (Mon-Sun),Neutral,Yes,Important,Important,Moderately Important,Important,Moderately Important,Yes,BEST BEST BEST !! WONDERFUL WONDERFUL !! FAST FAST FAST !!
29,Male,Single,Employee,>100000,Graduate,3,Lagos,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Disagree,Strongly disagree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),Agree,Yes,Very Important,Very Important,Moderately Important,Important,Very Important,No,Need quality food delivery. had worst experience of spilled food
22,Male,Single,Student,<50000,Graduate,3,Lagos,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Neutral,Neutral,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Very Important,Important,Very Important,Important,Yes,NIL
24,Male,Single,Student,<50000,Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Strongly agree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Agree,Yes,Weekend (Sat & Sun),Agree,Yes,Important,Important,Very Important,Very Important,Very Important,Yes,NIL
27,Male,Married,Employee,>100000,Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Neutral,Strongly agree,Neutral,Disagree,Agree,Disagree,Neutral,Neutral,No,Anytime (Mon-Sun),Strongly Agree,Yes,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Yes,I would avoid restaurants which has less rating 
23,Female,Single,Student,>100000,Post Graduate,3,Lagos,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Yes,Anytime (Mon-Sun),Agree,Maybe,Important,Important,Moderately Important,Important,Important,No,Faster delivery is needed !!
